,descripteur,disparition,envergure,espece,famille,genre,image,localisation,ordre,poids,taille,text,title,id,class_bird,french name
24,"Linnaeus, 1758",LC,  42 cm.,erythrocephalus,"
 ",Picidés,https://www.oiseaux.net/photos/serge.nicolle/images/pic.a.tete.rouge.seni.0p.jpg,,Piciformes,  56 à 97 g,  24 cm,"Les deux sexes ont un plumage identique. La femelle est légèrement plus petite que le mâle. La tête entière, le cou, la gorge et la partie supérieure de la poitrine forment un ensemble rouge éclatant. Les plumes du haut de la poitrine ont une terminaison noire, formant une ligne de démarcation avec le reste des parties inférieures qui sont claires. Le manteau et le haut du dos ont une teinte bleu-noir luisant qui contraste avec le bas du dos, le croupion et les sus-caudales blancs. La partie blanche du bas du dos est souvent recouverte de vagues petites stries sombres. Les couvertures alaires sont bleu-noir luisant. Les primaires et l'extérieur des secondaires sont bruns. L'intérieur des secondaires et les tertiaires sont blancs, formant une large barre alaire bien visible en vol comme au repos. Le dessus de la queue est brun noirâtre, légèrement lustré de bleu et avec de fines terminaisons blanches sur les rectrices extérieures. La poitrine et le ventre sont blancs, avec un lavis jaunâtre terne à rougeâtre de variable intensité. Les sous caudales sont blanches ou crème Le dessous des ailes est noir et blanc. Le bec est gris-bleu, devenant plus clair près de la base. Les pattes et les pieds sont gris-olive, les iris bruns. 
Les juvéniles ont des motifs identiques à ceux des adultes mais la coloration du plumage est différente et il y a plus de variations entre les individus. Le dessus et les côtés de la tête sont gris-brun avec des stries plus foncées. Le menton et la gorge sont blanc grisâtre avec des stries brunes bien évidentes. Le manteau, les scapulaires et le dos sont barrés de brun-noir et de blanc grisâtre. Les parties inférieures blanches sont barrées de brun foncé sur les flancs. Les juvéniles acquièrent leur plumage adulte par mues successives au cours de l'automne et de l'hiver. Parvenus au mois de décembre, la plupart affichent une belle tête rouge, un dessus presque sans stries et un dos bleu-noir.",Pic à tête rouge,191,191.Red_headed_Woodpecker,Pic à tête rouge
25,,,,,,,,,,,,Pic à face blanche (Leuconotopicus borealis) est un oiseau qui appartient à la famille des Picidés.,Pic à face blanche,190,190.Red_cockaded_Woodpecker,Pic à face blanche
26,"Baird, SF, 1858",,  - ,dorsalis,"
 ",Picidés,https://www.oiseaux.net/photos/serge.nicolle/images/pic.a.dos.raye.seni.0p.jpg,https://www.oiseaux.net/maps/images/pic.a.dos.raye.1.200.w.png,Piciformes,  - ,  23 cm,Pic à dos rayé (Picoides dorsalis) est un oiseau qui appartient à la famille des Picidés.,Pic à dos rayé,187,187.American_Three_toed_Woodpecker,Pic à dos rayé
27,,,,,,,https://www.oiseaux.net/photos/marc.steinmetz/images/id/perroquet.youyou.mast.1p.152.h.jpg,,,,,Perroquet youyou (Poicephalus senegalus) est un oiseau qui appartient à la famille des Psittacidés.,Perroquet youyou,275,275.Youyou_du_Senegal,Perroquet youyou
28,"Linnaeus, 1766",,  - ,nitens,"
 ",Sturnidés,https://www.oiseaux.net/photos/denis.chavigny/images/choucador.a.epaulettes.rouges.dcha.0p.jpg,https://www.oiseaux.net/maps/images/choucador.a.epaulettes.rouges.1.200.w.png,Passériformes,  75 à 105 g,  25 cm,Choucador à épaulettes rouges (Lamprotornis nitens) est un oiseau qui appartient à la famille des Sturnidés.,Choucador à épaulettes rouges,134,134.Cape_Glossy_Starling,Choucador à épaulettes rouges
29,"Linnaeus, 1758",,  20 à 22 cm.,ciris,"
 ",Cardinalidés,https://www.oiseaux.net/photos/barry.kent.mackay/images/passerin.nonpareil.bkma.2p.jpg,,Passériformes,  13 à 19 g,  13 cm,Passerin nonpareil (Passerina ciris) est un oiseau qui appartient à la famille des Cardinalidés.,Passerin nonpareil,16,016.Painted_Bunting,Passerin nonpareil
30,"Gmelin, JF, 1789",,  20 cm.,vermivorum,"
 ",Parulidés,https://www.oiseaux.net/photos/serge.nicolle/images/paruline.vermivore.seni.0p.jpg,,Passériformes,  12 à 14 g,  13 cm,Paruline vermivore (Helmitheros vermivorum) est un oiseau qui appartient à la famille des Parulidés.,Paruline vermivore,181,181.Worm_eating_Warbler,Paruline vermivore
31,,,,,,,https://www.oiseaux.net/photos/michel.lamarche/images/paruline.du.kentucky.mila.2p.152.h.jpg,https://www.oiseaux.net/maps/images/paruline.du.kentucky.1.200.w.png,,,,Paruline du Kentucky (Geothlypis formosa) est un oiseau qui appartient à la famille des Parulidés.,Paruline du Kentucky,168,168.Kentucky_Warbler,Paruline du Kentucky
32,"Shaw, 1805",LC,  - ,undulatus,"
 ",Psittaculidés,https://www.oiseaux.net/photos/henrik.gronvold/images/perruche.ondulee.hegr.0p.jpg,,Psittaciformes,  22 à 32 g,  18 cm,"Chez les adultes, la cire bleue contraste avec le front, le devant de la figure et la gorge qui sont jaune pâle. Cette dernière est recouverte d'une ligne de petits points noirs. La zone qui est située sous la région malaire est violet. La partie moyenne du capuchon qui se poursuit en arrière de l'œil jusqu'à la nuque est recouverte d'une alternance de fines barres noires et jaune pâle. Ces barres s'élargissent sur le manteau et sur les couvertures alaires, formant des sortes d'écailles. 
Les parties inférieures et le dessous des ailes, le bas du dos et le croupion créent un bel ensemble vert clair. La queue est bleuâtre terne, avec une bande centrale jaune sur les rectrices latérales. 
La femelle a une cire brunâtre, les immatures sont plus ternes avec des barres sur le front. Les mouchetures noires de la gorge sont absentes.",Perruche ondulée,251,251.Perruche_ondulee,Perruche ondulée
33,,LC,,,,,,,,,,"Chez les adultes et les oiseaux de première année, le capuchon et la nuque sont brun chaud. Le fin trait oculaire est brun, contrastant avec le sourcil qui est blanchâtre, long, épais et rejoignant la nuque. Les parties supérieures brun-olive tranchent légèrement avec le capuchon. Les plumes des ailes et de la queue sont brun noirâtre avec des liserés brun-olive, ces derniers étant plus larges, plus visibles sur les couvertures, les tertiaires et les rectrices centrales et plus bruns sur les rémiges.
Les parties inférieures sont blanchâtres avec une nuance jaunâtre, particulièrement sur le bas de la poitrine. Les couvertures auriculaires et les côtés du cou sont légèrement plus sombres et plus bruns. Le bec est couleur chair mais avec un culmen plus brun. Les pattes sont chair rosâtre. Ces oiseaux sont semblables pendant toute l'année mais, en plumage usé, le dessous est uniformément plus blanc, sans lavis jaunâtre.
Les oiseaux de première année ont des rectrices plus pointues que les adultes. Ces dernières, en plus des rémiges, de l'alula et des couvertures primaires paraissent plus usées au printemps, mais ceci est difficile à juger, même dans la main. Les sexes sont identiques.
Chez les juvéniles, la tête, le cou, le dessus, la gorge, la poitrine et les flancs sont entièrement brun-fauve, les joues sont un peu plus pâles. Les motifs que l'on peut apercevoir sur la tête des adultes sont généralement absents, encore qu'on puisse voir une indication de sourcil en arrière de l'œil. Le reste des parties inférieures est chamois clair. Les grandes et les moyennes couvertures ont d'étroites terminaisons cannelle clair formant 2 vagues barres alaires. Le bec et les pattes sont un peu plus pâles que les adultes.",Paruline de Swainson,178,178.Swainson_Warbler,Paruline de Swainson
34,"Swainson, 1827",,  29 à 30 cm.,cucullatus,"
 ",Ictéridés,https://www.oiseaux.net/photos/serge.nicolle/images/oriole.masque.seni.1p.jpg,https://www.oiseaux.net/maps/images/oriole.masque.1.200.w.png,Passériformes,  ,  20 cm,"Chez le mâle adulte, le bec est noir avec une tache gris-bleu sur la mandibule inférieure. Les yeux sont sombres. Les lores, la moitié antérieure des auriculaires, le menton, la gorge et la partie supérieure de la poitrine forment un masque et une bavette noire. Ce masque s'étend de l'arrière de l'oeil jusqu'en haut de la poitrine, formant une ligne verticale assez rectiligne avec toutefois une légère saillie au-dessous des auriculaires. Le reste de la tête, la nuque, le cou, le bas de la poitrine et les parties inférieures jusqu'aux sous-caudales sont orange, mais de façon plus intense sur les côtés de la tête et sur le capuchon. Le dos et les scapulaires sont noirs, contrastant avec le croupion et les sus-caudales orange. Les ailes sont noirs avec des motifs blancs. Ce blanc est plus évident sur les couvertures moyennes qui sont complètement blanches, formant une large bande alaire supérieure. Les grandes couvertures sont finement liserées de blancs, avec de larges terminaisons blanches créant une seconde barre alaire. Les tertiaires, les secondaires et les primaires sont bordées de blanc, plus largement sur les premières citées. Les filets des ailes sont jaune-orange. La queue est entièrement noire, affichant de fines pointes blanches en plumage frais. Les pattes et les pieds sont gris-bleu.
Chez la femelle adulte, la tête est jaune-olive, avec une nuance plus grise sur le capuchon et la nuque. Le manteau est gris-olive, contrastant avec la partie supérieure du dos, la tête, la partie basse du dos et le croupion qui sont plus verts. Le croupion est vert-olive. Les parties inférieures sont jaunâtres, avec une teinte plus pâle sur le ventre et plus grise sur les flancs. L'éclat des parties inférieures est variable selon les individus. Le dessous est jaune plus éclatant sur la poitrine et quelques plumes noires peuvent être présentes sur la gorge. Les ailes sont noir grisâtre avec les mêmes motifs blancs que chez le mâle. Les filets des ailes sont gris. La queue est olive avec des bordures verdâtres. La tache à la base de la mandibule inférieure est grise. 
Les immatures mâles sont comme la femelle mais avec le masque et la bavette noire. La bavette est moins étendue que chez le mâle adulte. De nombreux jeunes mâles présentent de l'orange éclatant sur les côtés de la poitrine. La barre alaire supérieure est plus visible que chez la femelle. Les terminaisons blanches des primaires sont également plus évidentes que chez la femelle. Les femelles immatures sont semblables aux femelles adultes.",Oriole masqué,96,096.Hooded_Oriole,Oriole masqué
35,"Bonaparte, 1838",,  25 à 34 cm.,parisorum,"
 ",Ictéridés,https://www.oiseaux.net/photos/barry.kent.mackay/images/oriole.jaune-verdatre.bkma.0p.jpg,,Passériformes,  ,  22 cm,"Le mâle adulte possède un bec noir avec une mandibule inférieure dont la base est gris-bleu. Le culmen est relativement droit avec une extrême pointe légèrement inclinée vers le bas. L'iris est sombre. La tête, le cou, le manteau, la gorge et la poitrine sont noirs, descendant assez bas sur cette dernière. Le croupion et le bas du dos sont jaune-citron. Le reste des parties inférieures, en dehors de la poitrine, sont également jaune-citron. Les ailes sont noires, les petites et les moyennes couvertures formant des épaulettes jaune pâle. La base blanche des grandes couvertures est largement masquée par les épaulettes. Les grandes couvertures sont également terminées de blanc, formant une barre alaire évidente. Les tertiaires et les rémiges portent de fines bordures blanches qui s'usent relativement rapidement. Les filets des ailes sont jaunes. La queue est noire, avec des bases jaunes sur les rectrices extérieures. La partie visible de deux rectrices centrales sur quatre paraît entièrement noire, alors qu'en fait, elles ont une petite base jaune totalement dissimulée par les couvertures caudales. Huit des dix rectrices extérieures sont jaunes avec une partie terminale noire couvrant à peine un tiers de la longueur de la queue. Les pattes sont bleu grisâtre. Les mâles en plumage frais affichent une barre alaire plus large, plus de blanc sur les tertiaires et parfois quelques franges blanches sur le bas du dos. 
Chez la femelle, la tache gris-bleu de la mandibule inférieure est plus large. La tête est brun-olive, en particulier sur le capuchon et sur les joues. Les plumes sur le sommet de la calotte et sur la nuque sont plus sombres, donnant un aspect strié. Le manteau apparaît également comme subtilement strié en raison de la partie centrale brun sombre des plumes. L'ensemble des parties supérieures a une apparence gris-olive avec des rayures sombres. Le bas du dos et le croupion ont une teinte jaune-olive, contrastant avec le manteau. Le dessous est jaune verdâtre, de la gorge jusqu'aux couvertures sous-caudales. Les femelles ont un apport variable de noir sur la gorge et sur la poitrine. Chez certaines, il est réduit à quelques simples plumes sombres, alors que chez d'autres, il constitue une véritable tache compacte noire. Les ailes présentent une teinte brun-noir avec une bordure vert-olive au niveau des petites couvertures. Les grandes et les moyennes couvertures sont terminées de blanc qui forme deux nettes barres alaires, la barre supérieure étant plus large que celle du bas. Les primaires, les secondaires et les tertiaires ont de fins liserés blancs. Les filets des ailes sont jaunes. La queue olive affiche des bases jaune verdâtre sur les quatre rectrices extérieures. 
Les immatures mâles et femelles offrent une apparence assez semblable à celle de leurs adultes respectifs, à quelques détails près.",Oriole jaune-verdâtre,98,098.Scott_Oriole,Oriole jaune-verdâtre
36,"Linnaeus, 1766",LC,  25 cm.,spurius,"
 ",Ictéridés,https://www.oiseaux.net/photos/luis.agassiz.fuertes/images/oriole.des.vergers.luag.0p.jpg,,Passériformes,  16 à 28 g,  17 cm,"Les orioles des vergers sont les plus petits orioles d'Amérique du Nord. Les mâles sont légèrement plus grands que les femelles. Tous deux possèdent une queue brève carrée à son extrémité et un bec fin. Les pattes et les pieds sont gris-bleu, l'iris brun foncé. En plumage nuptial, les mâles présentent une tête, un cou, un haut de poitrine, une nuque, un dos et des scapulaires de couleur noire. Le croupion, les sus-caudales et les parties inférieures sont châtain brillant. Les ailes sont majoritairement noires, exceptées les épaulettes qui sont châtain, la barre alaire et les pointes qui sont blanches. La queue est noire avec de fines pointes extérieures blanc brunâtre. En plumage non-nuptial, le plumage des mâles subit de légères transformations : des terminaisons olive ou châtain clair viennent obscurcir la coloration noire des plumes du dos. Les plumes du croupion, des sus-caudales et des parties inférieures peuvent afficher des pointes jaunâtres. Les terminaisons blanc brunâtre de la queue peuvent être plus développées. 

Les femelles ont un plumage assez constant pendant toute l'année. Cependant, pendant la période nuptiale, elles ont un dessous plus brillant, des parties supérieures qui ont une apparence plus mouchetée et un lustre jaune sur le dessous de la queue. Les femelles non-nuptiales ont un dessus entièrement olive brunâtre, du front jusqu'aux sus-caudales. Le front est plus brillant, le croupion et les sus-caudales plus jaunâtres. Les flancs virent à la couleur olive. Le dos est olive sombre et les ailes gris foncé hormis 2 bandes alaires blanches très visibles. La queue est olive dessus, jaunâtre dessous. 
Les mâles de seconde année ressemblent aux femelles adultes. Ils n'acquièrent pas tous leur dessus noir adulte à la même vitesse et il y a des différences considérables entre les individus. Les juvéniles mâles de première année ressemblent aux femelles nuptiales, avec des nuances verdâtres, brunâtres ou jaunâtres sur le dessus et une teinte jaune plus éclatante sur le dessous. Les immatures femelles ressemblent aux femelles non nuptiales, mais elles présentent un dessous plus brun et des parties supérieures qui paraissent moins mouchetées.",Oriole des vergers,97,097.Orchard_Oriole,Oriole des vergers
